,ret,VaR_GJR_1%,VaR_GJR_5%,VaR_GARCH_1%,VaR_GARCH_5%
2025-08-19,0.4444224850851861,-1.8790363784566162,-1.3285802337504857,-1.903799510037433,-1.3460891055963082
2025-08-20,-0.5999996904570855,-1.8050165567604852,-1.2762442209203406,-1.8547801604142797,-1.311429777162168
2025-08-21,0.0674038978151058,-1.890023095954036,-1.3363484365741383,-1.8519301481658021,-1.309414664531733
2025-08-22,0.2867043399047512,-1.805886364319621,-1.2768592218556518,-1.7652170244973657,-1.2481038014566541
2025-08-25,-0.3699745832630883,-1.7376863643611955,-1.2286381374075837,-1.7107724531444208,-1.2096085481641377
2025-08-26,-0.4966351805227189,-1.7436733813125058,-1.2328712818383336,-1.6823108733214311,-1.1894846736039257
2025-08-27,-0.4425743273387093,-1.8005242675621798,-1.2730679297630285,-1.6887173985517856,-1.194014433051725
2025-08-28,-0.0261656138618821,-1.8168267486882594,-1.2845946646541273,-1.678478875354506,-1.1867752440191666
2025-08-29,-0.5744816120578837,-1.7447347912448645,-1.2336217560027543,-1.6181573148972972,-1.144124641927972
2025-09-01,0.5637079353084632,-1.8304117998688743,-1.2942000297657268,-1.6575471664213144,-1.1719753949762766
2025-09-02,-2.314691170999559,-1.7696478458246019,-1.2512366315083434,-1.6846384129515721,-1.191130369866824
2025-09-03,0.4565251734266602,-3.3474285635295566,-2.3668128378919686,-2.6923710467613087,-1.9036517843189626
2025-09-04,0.7411785726828213,-3.0374242237027613,-2.147623021775134,-2.4978400787815733,-1.7661078805002894
2025-09-05,-0.731941000191114,-2.8111121022904286,-1.9876081255156322,-2.4163831336417148,-1.7085134196078378
2025-09-08,0.8866394135323415,-2.7447893446981073,-1.9407143528376607,-2.344990310918588,-1.6580348369741653
2025-09-09,-0.373195838558622,-2.566767682669644,-1.814843420235125,-2.332905730133459,-1.6494903854944813
2025-09-10,-0.361130170351862,-2.4329564614478536,-1.7202316577341208,-2.2056502630244963,-1.5595138953232155
2025-09-11,0.2987169548793461,-2.3163125802401483,-1.6377581320816876,-2.0956959353730373,-1.4817702454354782
2025-09-12,-0.0232058695409657,-2.1762121008086526,-1.5386995242517865,-1.994137224162314,-1.4099627499411296
2025-09-15,0.2137500505618626,-2.053594952081553,-1.4520025757597756,-1.8891343269527416,-1.3357200288748365
2025-09-16,-1.7826983544726012,-1.9499210848222535,-1.378699550668632,-1.8099656245424702,-1.2797434792135927
2025-09-17,0.1282521759312154,-2.8452026467714275,-2.011711982191599,-2.371016650744181,-1.6764368652933603
2025-09-18,1.3409715784568172,-2.633027844817856,-1.8616929345524174,-2.2162788377208997,-1.5670288718380292
2025-09-19,-0.1484515873356314,-2.502016950772211,-1.7690611546514932,-2.408374104320617,-1.7028506031932462
2025-09-22,-0.476438491704228,-2.343312401863516,-1.65684846462387,-2.249388200597005,-1.5904389801113967
2025-09-23,0.3575828661992708,-2.272649960384769,-1.606886300988526,-2.1523785027599858,-1.5218478828308677
2025-09-24,0.2346982917839857,-2.142520784474965,-1.514877943444108,-2.051148887748021,-1.4502730761283305
2025-09-25,-0.5592212938052807,-2.0283265994422717,-1.4341364853312548,-1.9508251061914832,-1.3793387426160668
2025-09-26,0.8657638499056634,-2.0419881859157156,-1.4437959650296728,-1.9214376719203305,-1.358560238942091
2025-09-29,0.0235438515603742,-1.9697511688429863,-1.3927204913835725,-1.9893885507786526,-1.4066051813137188
2025-09-30,0.5696936390096524,-1.8794576289477132,-1.3288780806055789,-1.8870926530805507,-1.334276455146591
2025-10-01,0.9705322184976148,-1.8169449464321148,-1.2846782368446183,-1.872178367988749,-1.323731249848457
2025-10-02,1.2730527233266695,-1.7920128335231527,-1.267049886070649,-1.9920108921271407,-1.4084593183180323
2025-10-03,-0.1793383469744079,-1.8014794049030922,-1.2737432634639627,-2.2134971466975606,-1.5650620660047943
2025-10-06,-0.0020990537034085,-1.7525244348867624,-1.2391294548899288,-2.084470948604226,-1.4738335733645507
2025-10-07,0.0307203015905421,-1.6977354889415743,-1.2003907101559979,-1.9684509239399597,-1.3918011479919268
2025-10-08,0.8629657709361379,-1.6521515090684642,-1.1681603737296016,-1.8700736757699334,-1.322243118744607
2025-10-09,0.057385107032103,-1.6502908465842956,-1.166844784831755,-1.9499687312582878,-1.3787332392729876
2025-10-10,-1.513922639009187,-1.612810145266701,-1.1403439041204602,-1.8545533158542378,-1.3112693858030324
2025-10-13,0.6023895879857175,-2.4117707125734,-1.7052521887283534,-2.2396522807619044,-1.5835551588088426
2025-10-14,-0.6210431918657053,-2.269541695416302,-1.6046885897330603,-2.16977782483921,-1.5341501435322293
2025-10-15,-0.2295426606748147,-2.260741816001032,-1.598466599576532,-2.1155404656827517,-1.4958014004571838
2025-10-16,0.3748761556244508,-2.146133309071291,-1.517432193498893,-2.0051372305364574,-1.417740348718552
2025-10-17,-1.8344383639989097,-2.035875445853481,-1.4394739275673591,-1.9300047254351513,-1.3646176086086763
2025-10-20,1.7792626004300716,-2.9292962360923167,-2.071170692963677,-2.4725931496499896,-1.748256937649107
2025-10-21,0.2931890582000801,-2.7987690147355235,-1.9788808957839927,-2.8149079528068497,-1.9902919969000332
2025-10-22,-0.7380155463410325,-2.5944136449868354,-1.834390609155331,-2.6101821199794464,-1.8455397728606016
2025-10-23,0.2343237985515984,-2.5744989039732955,-1.8203098113729157,-2.510716737290421,-1.7752123737223215
2025-10-24,0.1325205558038868,-2.400877472441604,-1.6975500794522738,-2.3413653186365257,-1.655471771592003
2025-10-27,0.2837924014007188,-2.247884252133634,-1.5893756072975849,-2.1892910626650184,-1.5479470568698703
2025-10-28,-0.1240998080461127,-2.118383795895044,-1.4978117885270412,-2.0718396949711373,-1.4649025946475798
2025-10-29,-0.6380635518243274,-2.010746384699057,-1.421706323743799,-1.9581050415360903,-1.3844860502002716
2025-10-30,-0.0220562623432309,-2.0635196091703683,-1.4590198444971598,-1.947597249194083,-1.3770564733352337
2025-10-31,-0.668052506000773,-1.9582348252048878,-1.3845778142656218,-1.8492365286080938,-1.3075101299827243
2025-11-03,0.7240905044998491,-2.037102329391369,-1.4403414005105335,-1.8693562978507332,-1.3217358937996802
2025-11-04,-0.7624620479950994,-1.9558544497069146,-1.3828947601897295,-1.9028121894985717,-1.34539101663574
2025-11-05,0.4193059110072529,-2.0838770352444276,-1.4734136445332437,-1.9417044575555886,-1.3728899512911295
2025-11-06,-1.3214753262529837,-1.9815586679975326,-1.401069031181211,-1.8837440110906625,-1.3319087843507087
2025-11-07,-0.6936382516165417,-2.478392125380911,-1.752357126778191,-2.1668436858792988,-1.5320755487718996
2025-11-10,1.6412306017568754,-2.460778400605787,-1.7399032717878096,-2.1318500523907997,-1.5073331593786106
2025-11-11,0.533093907948526,-2.3856910614012885,-1.6868124664070459,-2.5092435524293117,-1.7741707524372998
2025-11-12,1.21067411168836,-2.2412536506208336,-1.5846874138124654,-2.377689604443475,-1.6811550040623902
2025-11-13,-1.4036586524749568,-2.160758763780421,-1.5277731801125332,-2.4784590155525783,-1.7524044217432744
2025-11-14,-0.6889620892599025,-2.662076287010849,-1.8822317525132244,-2.6391203576505506,-1.8660006702706784
2025-11-17,-1.205192190081831,-2.6070586130442006,-1.8433312847111818,-2.5194757851413527,-1.781405493756954
2025-11-18,-1.7532244688982477,-2.832118941981011,-2.0024610960629063,-2.5858386244379448,-1.8283276063652425
2025-11-19,-0.0759951024118566,-3.3791891938901792,-2.3892693194121604,-2.888375705378109,-2.0422376670335827
2025-11-20,0.4992485405477528,-3.093816886509428,-2.1874956809702857,-2.653631859917598,-1.8762610863515314
2025-11-21,-0.806463592533267,-2.8493102333760074,-2.014616267831745,-2.4937957064145193,-1.7632482907411982
2025-11-24,0.6359063608913116,-2.8063705000423025,-1.98425555656306,-2.4300702376252237,-1.7181909415644447
2025-11-25,0.9654583659999064,-2.6095130757342218,-1.8450667224343826,-2.3349350490591627,-1.6509252236080896
2025-11-26,1.1086577777904192,-2.4583123443684376,-1.738159636800311,-2.3512678634375015,-1.6624734057472774
2025-11-27,0.1757699308821973,-2.340138513023126,-1.6546043537456512,-2.413938477824935,-1.7067849158738309
2025-11-28,0.2891651482665416,-2.2014862110910087,-1.5565696856450153,-2.2564881471967317,-1.595459025929152
2025-12-01,-1.0431015068007223,-2.083199790301424,-1.4729347957706556,-2.132613932431887,-1.50787326383597
2025-12-02,0.5134013593271904,-2.330454491574212,-1.6477572274059205,-2.216523474433991,-1.5672018432105843
2025-12-03,-0.0723493036007851,-2.1993273373910984,-1.555043245306899,-2.1323952426502255,-1.5077186383457082
2025-12-04,0.7916612205380837,-2.07896102711546,-1.4699377612007096,-2.011130476037968,-1.4219778970707881
2025-12-05,0.6099405672806939,-1.9960298390170315,-1.4113009308911684,-2.033112261014495,-1.4375202066062507
2025-12-08,0.0743399157457514,-1.9164712525730379,-1.355048712154755,-2.0004417782779287,-1.4144204103018598
2025-12-09,0.4838999973275981,-1.8345758360013722,-1.2971442282717736,-1.8977297221529728,-1.3417974376441553
2025-12-10,-0.1346361220883762,-1.775096246686982,-1.2550889452657028,-1.8602547229741109,-1.3153005886530003
2025-12-11,0.6792781889744524,-1.7226282796986614,-1.2179912580442283,-1.7812485634301976,-1.2594389655795841
2025-12-12,-0.4460266814879258,-1.689761926926782,-1.1947529710430713,-1.8152279410659202,-1.283464221290197
2025-12-15,0.1793604364013196,-1.729303967618464,-1.2227113300548733,-1.7840218103314744,-1.261399800962331
2025-12-16,-0.6336233956172952,-1.6783657231784317,-1.1866952393176815,-1.7198809315238035,-1.216048734460228
2025-12-17,-0.4841202113467079,-1.7992842381815668,-1.2721911619988484,-1.7504615815131213,-1.2376709061099438
2025-12-18,0.9921580995265988,-1.826394102555713,-1.2913593007108466,-1.7364593165618372,-1.2277705483226755
2025-12-19,0.3666914406423401,-1.7965276129016412,-1.2702420790003734,-1.8822814650184614,-1.3308746852642015
2025-12-22,-0.0182395358206077,-1.7381023885775566,-1.2289322890040915,-1.824044259856495,-1.2896978349731965
2025-12-23,0.2307084262118745,-1.6836068897710768,-1.1904010272505905,-1.7465405162401728,-1.2348985011280011
2025-12-29,0.04542339705513,-1.6395089096139832,-1.1592213729039524,-1.6919598140382832,-1.1963069959708663
2025-12-30,0.5703809658082111,-1.599496298987662,-1.13093029552601,-1.6340245609624293,-1.1553436421175824
2026-01-02,0.1995918957098488,-1.5812657821040492,-1.118040335192982,-1.659055632801278,-1.1730419622011978
2026-01-05,1.333202284494967,-1.5519688535006473,-1.0973258239156383,-1.6149569014468863,-1.141861776717487
2026-01-06,0.0944909466117334,-1.6155725806308263,-1.1422970951623521,-1.9422586893327078,-1.3732818230997006
2026-01-07,0.9199826377290764,-1.5810346764433403,-1.1178769310054708,-1.8502088643824603,-1.308197623905249
2026-01-08,0.0207012967268107,-1.5945000904711153,-1.1273977061866636,-1.932998690419801,-1.3667345036005731
2026-01-09,0.532575499429152,-1.5630939839828062,-1.1051918921972068,-1.84234040493249,-1.3026341979837754
2026-01-12,0.5672317659987626,-1.5514116489559837,-1.0969318501998104,-1.8202969884483222,-1.2870483116427935
2026-01-13,0.0602853380710388,-1.5438963877077476,-1.091618154488353,-1.809193654021598,-1.2791976543499401
2026-01-14,-0.5301851847140702,-1.5210228498424025,-1.0754453274839064,-1.742873138661245,-1.2323054670511062
2026-01-15,0.261264679279434,-1.6193036845640536,-1.1449351872145273,-1.7382303656795817,-1.2290227757291343
2026-01-16,-0.2182045789627015,-1.586165977768248,-1.1215050382586629,-1.6953872965950527,-1.1987304113068638
2026-01-19,-1.3454080088348688,-1.5751167173026306,-1.113692614177636,-1.6556624931509525,-1.170642829155418
2026-01-20,-1.030738778841122,-2.1714424921739894,-1.535327153270899,-1.9250236241565681,-1.3610957009027325
2026-01-21,-0.5770492809973697,-2.362303442797103,-1.6702761565472346,-2.0157034648383383,-1.4252112472065237
2026-01-22,1.195908526658312,-2.313843922701339,-1.6360126578335226,-1.9801420378606454,-1.4000673971415607
2026-01-23,0.1778245655166352,-2.227567892711086,-1.5750108436027286,-2.117030866953528,-1.4968551946739495
2026-01-26,0.1299084196387352,-2.10649116663534,-1.4894030571459365,-2.0251700132427226,-1.4319046083548785
2026-01-27,-0.1550975569702261,-2.00252552154667,-1.4158937293662486,-1.9414902995467571,-1.3727385300090855
2026-01-28,-0.2882318357990902,-1.9201670264269612,-1.3576618239321692,-1.8679533281708434,-1.3207439184411274
2026-01-29,-2.089653147307712,-1.869072368699959,-1.321535140550925,-1.8126984077202517,-1.281675704557792
2026-01-30,0.9390354570050492,-2.8943068042776603,-2.046431274380789,-2.382978164522697,-1.684894301750723
2026-02-02,1.0487661131938508,-2.7361484752816567,-1.934604791340749,-2.385958890066619,-1.68700183574277
2026-02-03,-0.0674910857575207,-2.5959883709478397,-1.8355040254836952,-2.4119695376574746,-1.705392768804239
2026-02-04,-0.719874397592381,-2.4437372860355064,-1.7278542831472867,-2.2724005817162825,-1.6067099767973243
2026-02-05,-0.4561799104390222,-2.4306427901987195,-1.718595767165828,-2.2264320338640418,-1.574207730033553
2026-02-06,0.9363554927005032,-2.3399632345350905,-1.6544804223852607,-2.141258016542367,-1.5139850982952332
2026-02-09,1.1798683433608268,-2.235709463698081,-1.5807673741356196,-2.167738272605485,-1.5327080699169995
2026-02-10,-0.1080722590901723,-2.1690425558823963,-1.5336302686571535,-2.259232055084728,-1.597399117044481
2026-02-11,-0.5284468551142988,-2.0585218451131286,-1.4554861553065062,-2.1437094594504402,-1.5157184008694544
2026-02-12,-0.0139248371777333,-2.0443921395100086,-1.4454956900934601,-2.0808367414501987,-1.4712639925700794
2026-02-13,0.2499275662125909,-1.9465390225896837,-1.3763082499556585,-1.9813449573485158,-1.4009179262067246
2026-02-16,-0.4584897492227233,-1.863978621502307,-1.3179335860945494,-1.9057668955666935,-1.3474801534527043
2026-02-17,0.2999419255882924,-1.8636127312661235,-1.3176748819304953,-1.8649008197147965,-1.3185856300521654
